datetime,data_fname,reg_type,wd,iter,loss,acc,prec,rec,f1
20170921_011814,./2-11-PM6.p,vanilla,None,2999,0.115266144,0.983739793,1,0.6,0.75
20170921_011842,./2-11-PM6.p,vanilla,None,2999,0.092863932,0.983739793,1,0.6,0.75
20170921_011912,./2-11-PM6.p,vanilla,None,2999,0.081532143,0.983739793,1,0.6,0.75
20170921_011942,./2-11-PM6.p,vanilla,None,2999,0.099710606,0.983739793,1,0.6,0.75
20170921_012012,./2-11-PM6.p,vanilla,None,2999,0.081697173,0.983739793,1,0.6,0.75
20170921_012042,./2-11-PM6.p,vanilla,None,2999,0.08175578,0.983739793,1,0.6,0.75
20170921_012111,./2-11-PM6.p,vanilla,None,2999,0.094262451,0.983739793,1,0.6,0.75
20170921_012139,./2-11-PM6.p,vanilla,None,2999,0.080631793,0.983739793,1,0.6,0.75
20170921_012209,./2-11-PM6.p,vanilla,None,2999,0.082636714,0.983739793,1,0.6,0.75
20170921_012238,./2-11-PM6.p,vanilla,None,2999,0.086302847,0.983739793,1,0.6,0.75
20170921_015701,./2-11-PM6.p,l1,0.01,2999,0.14041897654533386,0.9756097197532654,0.75,0.6,0.6666666666666666,
20170921_015733,./2-11-PM6.p,l1,0.01,2999,0.14438998699188232,0.9837397933006287,0.8,0.8,0.8,
20170921_015806,./2-11-PM6.p,l1,0.01,2999,0.1840711086988449,0.9674796462059021,0.6666666666666666,0.4,0.5,
20170921_015705,./2-11-PM6.p,group2,0.01,2999,0.14805349707603455,0.9756097197532654,0.75,0.6,0.6666666666666666,
20170921_015838,./2-11-PM6.p,l1,0.01,2999,0.14785480499267578,0.9756097197532654,0.75,0.6,0.6666666666666666,
20170921_015852,./2-11-PM6.p,group2,0.01,2999,0.14945104718208313,0.9756097197532654,0.75,0.6,0.6666666666666666,
20170921_020033,./2-11-PM6.p,group2,0.01,2999,0.1719927340745926,0.9674796462059021,0.6666666666666666,0.4,0.5,
20170921_020214,./2-11-PM6.p,group2,0.01,2999,0.14087390899658203,0.9756097197532654,0.75,0.6,0.6666666666666666,
